SERIES,DESCRIPTION,,,,,,,,,,,,,
XUDLBK23,Spot exchange rate - Cyprus Pound into Euro,,,,,,,,,,,,,
XUDLBK26,Spot exchange rate - Czech Koruna into Euro,,,,,,,,,,,,,
XUDLBK29,Spot exchange rate - Estonian Kroon into Euro,,,,,,,,,,,,,
XUDLBK34,Spot exchange rate - Hungarian Forint into Euro,,,,,,,,,,,,,
XUDLBK37,Spot exchange rate - Lithuanian Litas into Euro,,,,,,,,,,,,,
XUDLBK42,Spot exchange rate - Latvian Lats into Euro,,,,,,,,,,,,,
Currency joined the Euro on 01/01/2014,,,,,,,,,,,,,,
XUDLBK45,Spot exchange rate - Maltese Lira into Euro,,,,,,,,,,,,,
XUDLBK48,Spot exchange rate - Polish Zloty into Euro,,,,,,,,,,,,,
XUDLBK53,Spot exchange rate - Slovenian Tolar into Euro,,,,,,,,,,,,,
XUDLBK56,Spot exchange rate - Slovak Koruna into Euro,,,,,,,,,,,,,
XUDLBK63,Spot exchange rate - Japanese Yen into Euro,,,,,,,,,,,,,
XUDLBK68,Spot exchange rate - Swiss Franc into Euro,,,,,,,,,,,,,
XUDLBK76,Spot exchange rate - Danish Krone into Euro,,,,,,,,,,,,,
XUDLSER,Spot exchange rate - Sterling into Euro,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DATE,XUDLBK23,XUDLBK26,XUDLBK29,XUDLBK34,XUDLBK37,XUDLBK42,XUDLBK45,XUDLBK48,XUDLBK53,XUDLBK56,XUDLBK63,XUDLBK68,XUDLBK76,XUDLSER
10-Jan-77,,,,,,,,,,,,,,0.7061
11-Jan-77,,,,,,,,,,,,,,0.7085
12-Jan-77,,,,,,,,,,,,,,0.7083
13-Jan-77,,,,,,,,,,,,,,0.7045
14-Jan-77,,,,,,,,,,,,,,0.703
17-Jan-77,,,,,,,,,,,,,,0.7017
18-Jan-77,,,,,,,,,,,,,,0.6998
19-Jan-77,,,,,,,,,,,,,,0.6976
20-Jan-77,,,,,,,,,,,,,,0.6992
21-Jan-77,,,,,,,,,,,,,,0.7001
24-Jan-77,,,,,,,,,,,,,,0.6963
25-Jan-77,,,,,,,,,,,,,,0.6939
26-Jan-77,,,,,,,,,,,,,,0.6946
27-Jan-77,,,,,,,,,,,,,,0.6954
28-Jan-77,,,,,,,,,,,,,,0.6974
31-Jan-77,,,,,,,,,,,,,,0.6988
01-Feb-77,,,,,,,,,,,,,,0.6982
02-Feb-77,,,,,,,,,,,,,,0.697
03-Feb-77,,,,,,,,,,,,,,0.6975
04-Feb-77,,,,,,,,,,,,,,0.6973
07-Feb-77,,,,,,,,,,,,,,0.6985
08-Feb-77,,,,,,,,,,,,,,0.6983
09-Feb-77,,,,,,,,,,,,,,0.6986
10-Feb-77,,,,,,,,,,,,,,0.6987
11-Feb-77,,,,,,,,,,,,,,0.7005
14-Feb-77,,,,,,,,,,,,,,0.7074
15-Feb-77,,,,,,,,,,,,,,0.7055
16-Feb-77,,,,,,,,,,,,,,0.7038
17-Feb-77,,,,,,,,,,,,,,0.7044
18-Feb-77,,,,,,,,,,,,,,0.705
21-Feb-77,,,,,,,,,,,,,,0.7054
22-Feb-77,,,,,,,,,,,,,,0.7037
23-Feb-77,,,,,,,,,,,,,,0.7036
24-Feb-77,,,,,,,,,,,,,,0.7024
25-Feb-77,,,,,,,,,,,,,,0.7038
28-Feb-77,,,,,,,,,,,,,,0.7025
01-Mar-77,,,,,,,,,,,,,,0.7011
02-Mar-77,,,,,,,,,,,,,,0.7008
03-Mar-77,,,,,,,,,,,,,,0.7011
04-Mar-77,,,,,,,,,,,,,,0.7009
07-Mar-77,,,,,,,,,,,,,,0.6991
08-Mar-77,,,,,,,,,,,,,,0.6986
09-Mar-77,,,,,,,,,,,,,,0.6979
10-Mar-77,,,,,,,,,,,,,,0.6986
11-Mar-77,,,,,,,,,,,,,,0.6978
14-Mar-77,,,,,,,,,,,,,,0.6972
15-Mar-77,,,,,,,,,,,,,,0.6974
16-Mar-77,,,,,,,,,,,,,,0.6978
17-Mar-77,,,,,,,,,,,,,,0.6984
18-Mar-77,,,,,,,,,,,,,,0.6992
21-Mar-77,,,,,,,,,,,,,,0.6993
22-Mar-77,,,,,,,,,,,,,,0.6997
23-Mar-77,,,,,,,,,,,,,,0.6996
24-Mar-77,,,,,,,,,,,,,,0.6993
25-Mar-77,,,,,,,,,,,,,,0.6992
28-Mar-77,,,,,,,,,,,,,,0.6992
29-Mar-77,,,,,,,,,,,,,,0.6989
30-Mar-77,,,,,,,,,,,,,,0.6984
31-Mar-77,,,,,,,,,,,,,,0.6985
01-Apr-77,,,,,,,,,,,,,,0.6984
04-Apr-77,,,,,,,,,,,,,,0.6984
05-Apr-77,,,,,,,,,,,,,,0.6984
06-Apr-77,,,,,,,,,,,,,,0.6987
07-Apr-77,,,,,,,,,,,,,,0.6992
12-Apr-77,,,,,,,,,,,,,,0.7003
13-Apr-77,,,,,,,,,,,,,,0.702
14-Apr-77,,,,,,,,,,,,,,0.7021
15-Apr-77,,,,,,,,,,,,,,0.7021
18-Apr-77,,,,,,,,,,,,,,0.7022
19-Apr-77,,,,,,,,,,,,,,0.7025
20-Apr-77,,,,,,,,,,,,,,0.7011
21-Apr-77,,,,,,,,,,,,,,0.7015
22-Apr-77,,,,,,,,,,,,,,0.7018
25-Apr-77,,,,,,,,,,,,,,0.7025
26-Apr-77,,,,,,,,,,,,,,0.7021
27-Apr-77,,,,,,,,,,,,,,0.7032
28-Apr-77,,,,,,,,,,,,,,0.7042
29-Apr-77,,,,,,,,,,,,,,0.7049
02-May-77,,,,,,,,,,,,,,0.7045
03-May-77,,,,,,,,,,,,,,0.7031
04-May-77,,,,,,,,,,,,,,0.7056
05-May-77,,,,,,,,,,,,,,0.7058
06-May-77,,,,,,,,,,,,,,0.7055
09-May-77,,,,,,,,,,,,,,0.7038
10-May-77,,,,,,,,,,,,,,0.7032
11-May-77,,,,,,,,,,,,,,0.7012
12-May-77,,,,,,,,,,,,,,0.702
13-May-77,,,,,,,,,,,,,,0.7033
16-May-77,,,,,,,,,,,,,,0.7031
17-May-77,,,,,,,,,,,,,,0.7039
18-May-77,,,,,,,,,,,,,,0.7046
19-May-77,,,,,,,,,,,,,,0.7049
20-May-77,,,,,,,,,,,,,,0.7043
23-May-77,,,,,,,,,,,,,,0.7039
24-May-77,,,,,,,,,,,,,,0.7045
25-May-77,,,,,,,,,,,,,,0.7046
26-May-77,,,,,,,,,,,,,,0.7054
27-May-77,,,,,,,,,,,,,,0.7048
31-May-77,,,,,,,,,,,,,,0.7043
01-Jun-77,,,,,,,,,,,,,,0.704
02-Jun-77,,,,,,,,,,,,,,0.7054
03-Jun-77,,,,,,,,,,,,,,0.7047
06-Jun-77,,,,,,,,,,,,,,0.7047
08-Jun-77,,,,,,,,,,,,,,0.7041
09-Jun-77,,,,,,,,,,,,,,0.7041
10-Jun-77,,,,,,,,,,,,,,0.7038
13-Jun-77,,,,,,,,,,,,,,0.7038
14-Jun-77,,,,,,,,,,,,,,0.7039
15-Jun-77,,,,,,,,,,,,,,0.7038
16-Jun-77,,,,,,,,,,,,,,0.7039
17-Jun-77,,,,,,,,,,,,,,0.7032
20-Jun-77,,,,,,,,,,,,,,0.7028
21-Jun-77,,,,,,,,,,,,,,0.7031
22-Jun-77,,,,,,,,,,,,,,0.703
23-Jun-77,,,,,,,,,,,,,,0.7033
24-Jun-77,,,,,,,,,,,,,,0.7031
27-Jun-77,,,,,,,,,,,,,,0.7032
28-Jun-77,,,,,,,,,,,,,,0.7031
29-Jun-77,,,,,,,,,,,,,,0.7057
30-Jun-77,,,,,,,,,,,,,,0.7059
01-Jul-77,,,,,,,,,,,,,,0.7062
04-Jul-77,,,,,,,,,,,,,,0.7103
05-Jul-77,,,,,,,,,,,,,,0.7112
06-Jul-77,,,,,,,,,,,,,,0.7103
07-Jul-77,,,,,,,,,,,,,,0.7125
08-Jul-77,,,,,,,,,,,,,,0.7123
11-Jul-77,,,,,,,,,,,,,,0.7159
12-Jul-77,,,,,,,,,,,,,,0.7044
13-Jul-77,,,,,,,,,,,,,,0.7057
14-Jul-77,,,,,,,,,,,,,,0.7046
15-Jul-77,,,,,,,,,,,,,,0.706
18-Jul-77,,,,,,,,,,,,,,0.7084
19-Jul-77,,,,,,,,,,,,,,0.7097
20-Jul-77,,,,,,,,,,,,,,0.7113
21-Jul-77,,,,,,,,,,,,,,0.7111
22-Jul-77,,,,,,,,,,,,,,0.7119
25-Jul-77,,,,,,,,,,,,,,0.7145
26-Jul-77,,,,,,,,,,,,,,0.7151
27-Jul-77,,,,,,,,,,,,,,0.7054
28-Jul-77,,,,,,,,,,,,,,0.703
29-Jul-77,,,,,,,,,,,,,,0.6984
01-Aug-77,,,,,,,,,,,,,,0.6971
02-Aug-77,,,,,,,,,,,,,,0.6994
03-Aug-77,,,,,,,,,,,,,,0.7
04-Aug-77,,,,,,,,,,,,,,0.6979
05-Aug-77,,,,,,,,,,,,,,0.6984
08-Aug-77,,,,,,,,,,,,,,0.6955
09-Aug-77,,,,,,,,,,,,,,0.6963
10-Aug-77,,,,,,,,,,,,,,0.6941
11-Aug-77,,,,,,,,,,,,,,0.6948
12-Aug-77,,,,,,,,,,,,,,0.6925
15-Aug-77,,,,,,,,,,,,,,0.6913
16-Aug-77,,,,,,,,,,,,,,0.6888
17-Aug-77,,,,,,,,,,,,,,0.69
18-Aug-77,,,,,,,,,,,,,,0.6917
19-Aug-77,,,,,,,,,,,,,,0.6915
22-Aug-77,,,,,,,,,,,,,,0.6932
23-Aug-77,,,,,,,,,,,,,,0.6934
24-Aug-77,,,,,,,,,,,,,,0.6955
25-Aug-77,,,,,,,,,,,,,,0.6935
26-Aug-77,,,,,,,,,,,,,,0.6932
30-Aug-77,,,,,,,,,,,,,,0.6911
31-Aug-77,,,,,,,,,,,,,,0.6923
01-Sep-77,,,,,,,,,,,,,,0.6918
02-Sep-77,,,,,,,,,,,,,,0.6916
05-Sep-77,,,,,,,,,,,,,,0.6909
06-Sep-77,,,,,,,,,,,,,,0.6908
07-Sep-77,,,,,,,,,,,,,,0.6917
08-Sep-77,,,,,,,,,,,,,,0.6902
09-Sep-77,,,,,,,,,,,,,,0.6897
12-Sep-77,,,,,,,,,,,,,,0.6885
13-Sep-77,,,,,,,,,,,,,,0.6883
14-Sep-77,,,,,,,,,,,,,,0.6872
15-Sep-77,,,,,,,,,,,,,,0.6885
16-Sep-77,,,,,,,,,,,,,,0.6886
19-Sep-77,,,,,,,,,,,,,,0.6895
20-Sep-77,,,,,,,,,,,,,,0.6898
21-Sep-77,,,,,,,,,,,,,,0.69
22-Sep-77,,,,,,,,,,,,,,0.6892
23-Sep-77,,,,,,,,,,,,,,0.6885
26-Sep-77,,,,,,,,,,,,,,0.6886
27-Sep-77,,,,,,,,,,,,,,0.6877
28-Sep-77,,,,,,,,,,,,,,0.688
29-Sep-77,,,,,,,,,,,,,,0.6889
30-Sep-77,,,,,,,,,,,,,,0.6909
03-Oct-77,,,,,,,,,,,,,,0.6913
04-Oct-77,,,,,,,,,,,,,,0.6892
05-Oct-77,,,,,,,,,,,,,,0.6889
06-Oct-77,,,,,,,,,,,,,,0.6897
07-Oct-77,,,,,,,,,,,,,,0.6898
10-Oct-77,,,,,,,,,,,,,,0.6891
11-Oct-77,,,,,,,,,,,,,,0.6879
12-Oct-77,,,,,,,,,,,,,,0.6885
13-Oct-77,,,,,,,,,,,,,,0.689
14-Oct-77,,,,,,,,,,,,,,0.6893
17-Oct-77,,,,,,,,,,,,,,0.6902
18-Oct-77,,,,,,,,,,,,,,0.6894
19-Oct-77,,,,,,,,,,,,,,0.6885
20-Oct-77,,,,,,,,,,,,,,0.688
21-Oct-77,,,,,,,,,,,,,,0.6891
24-Oct-77,,,,,,,,,,,,,,0.6895
25-Oct-77,,,,,,,,,,,,,,0.6879
26-Oct-77,,,,,,,,,,,,,,0.6876
27-Oct-77,,,,,,,,,,,,,,0.6875
28-Oct-77,,,,,,,,,,,,,,0.6881
31-Oct-77,,,,,,,,,,,,,,0.6666
01-Nov-77,,,,,,,,,,,,,,0.6689
02-Nov-77,,,,,,,,,,,,,,0.6689
03-Nov-77,,,,,,,,,,,,,,0.6793
04-Nov-77,,,,,,,,,,,,,,0.679
07-Nov-77,,,,,,,,,,,,,,0.6774
08-Nov-77,,,,,,,,,,,,,,0.6764
09-Nov-77,,,,,,,,,,,,,,0.6744
10-Nov-77,,,,,,,,,,,,,,0.6739
11-Nov-77,,,,,,,,,,,,,,0.6736
14-Nov-77,,,,,,,,,,,,,,0.6749
15-Nov-77,,,,,,,,,,,,,,0.6747
16-Nov-77,,,,,,,,,,,,,,0.675
17-Nov-77,,,,,,,,,,,,,,0.6746
18-Nov-77,,,,,,,,,,,,,,0.6739
21-Nov-77,,,,,,,,,,,,,,0.6743
22-Nov-77,,,,,,,,,,,,,,0.6782
23-Nov-77,,,,,,,,,,,,,,0.6778
24-Nov-77,,,,,,,,,,,,,,0.6799
25-Nov-77,,,,,,,,,,,,,,0.6811
28-Nov-77,,,,,,,,,,,,,,0.68
29-Nov-77,,,,,,,,,,,,,,0.6801
30-Nov-77,,,,,,,,,,,,,,0.6785
01-Dec-77,,,,,,,,,,,,,,0.681
02-Dec-77,,,,,,,,,,,,,,0.678
05-Dec-77,,,,,,,,,,,,,,0.6806
06-Dec-77,,,,,,,,,,,,,,0.6853
07-Dec-77,,,,,,,,,,,,,,0.6869
08-Dec-77,,,,,,,,,,,,,,0.6842
09-Dec-77,,,,,,,,,,,,,,0.6805
12-Dec-77,,,,,,,,,,,,,,0.6832
13-Dec-77,,,,,,,,,,,,,,0.6846
14-Dec-77,,,,,,,,,,,,,,0.6862
15-Dec-77,,,,,,,,,,,,,,0.6827
16-Dec-77,,,,,,,,,,,,,,0.6832
19-Dec-77,,,,,,,,,,,,,,0.6809
20-Dec-77,,,,,,,,,,,,,,0.6773
21-Dec-77,,,,,,,,,,,,,,0.6783
22-Dec-77,,,,,,,,,,,,,,0.6793
23-Dec-77,,,,,,,,,,,,,,0.6788
28-Dec-77,,,,,,,,,,,,,,0.6753
29-Dec-77,,,,,,,,,,,,,,0.6725
30-Dec-77,,,,,,,,,,,,,,0.672
03-Jan-78,,,,,,,,,,,,,,0.6659
04-Jan-78,,,,,,,,,,,,,,0.6656
05-Jan-78,,,,,,,,,,,,,,0.6724
06-Jan-78,,,,,,,,,,,,,,0.668
09-Jan-78,,,,,,,,,,,,,,0.6623
10-Jan-78,,,,,,,,,,,,,,0.6637
11-Jan-78,,,,,,,,,,,,,,0.6644
12-Jan-78,,,,,,,,,,,,,,0.6651
13-Jan-78,,,,,,,,,,,,,,0.6636
16-Jan-78,,,,,,,,,,,,,,0.6637
17-Jan-78,,,,,,,,,,,,,,0.6634
18-Jan-78,,,,,,,,,,,,,,0.663
19-Jan-78,,,,,,,,,,,,,,0.6609
20-Jan-78,,,,,,,,,,,,,,0.6619
23-Jan-78,,,,,,,,,,,,,,0.6613
24-Jan-78,,,,,,,,,,,,,,0.6609
25-Jan-78,,,,,,,,,,,,,,0.6614
26-Jan-78,,,,,,,,,,,,,,0.6597
27-Jan-78,,,,,,,,,,,,,,0.6588
30-Jan-78,,,,,,,,,,,,,,0.6582
31-Jan-78,,,,,,,,,,,,,,0.659
01-Feb-78,,,,,,,,,,,,,,0.6578
02-Feb-78,,,,,,,,,,,,,,0.6557
03-Feb-78,,,,,,,,,,,,,,0.6585
06-Feb-78,,,,,,,,,,,,,,0.6588
07-Feb-78,,,,,,,,,,,,,,0.6592
08-Feb-78,,,,,,,,,,,,,,0.6626
09-Feb-78,,,,,,,,,,,,,,0.66
10-Feb-78,,,,,,,,,,,,,,0.6603
13-Feb-78,,,,,,,,,,,,,,0.6606
14-Feb-78,,,,,,,,,,,,,,0.6645
15-Feb-78,,,,,,,,,,,,,,0.666
16-Feb-78,,,,,,,,,,,,,,0.6673
17-Feb-78,,,,,,,,,,,,,,0.6673
20-Feb-78,,,,,,,,,,,,,,0.6694
21-Feb-78,,,,,,,,,,,,,,0.6707
22-Feb-78,,,,,,,,,,,,,,0.6713
23-Feb-78,,,,,,,,,,,,,,0.6736
24-Feb-78,,,,,,,,,,,,,,0.6739
27-Feb-78,,,,,,,,,,,,,,0.6749
28-Feb-78,,,,,,,,,,,,,,0.6784
01-Mar-78,,,,,,,,,,,,,,0.6814
02-Mar-78,,,,,,,,,,,,,,0.6818
03-Mar-78,,,,,,,,,,,,,,0.6778
06-Mar-78,,,,,,,,,,,,,,0.6778
07-Mar-78,,,,,,,,,,,,,,0.6799
08-Mar-78,,,,,,,,,,,,,,0.6798
09-Mar-78,,,,,,,,,,,,,,0.6793
10-Mar-78,,,,,,,,,,,,,,0.679
13-Mar-78,,,,,,,,,,,,,,0.6839
14-Mar-78,,,,,,,,,,,,,,0.6828
15-Mar-78,,,,,,,,,,,,,,0.6855
16-Mar-78,,,,,,,,,,,,,,0.6867
17-Mar-78,,,,,,,,,,,,,,0.688
20-Mar-78,,,,,,,,,,,,,,0.6911
21-Mar-78,,,,,,,,,,,,,,0.6901
22-Mar-78,,,,,,,,,,,,,,0.6915
23-Mar-78,,,,,,,,,,,,,,0.701
28-Mar-78,,,,,,,,,,,,,,0.7017
29-Mar-78,,,,,,,,,,,,,,0.7021
30-Mar-78,,,,,,,,,,,,,,0.7086
31-Mar-78,,,,,,,,,,,,,,0.7154
03-Apr-78,,,,,,,,,,,,,,0.7136
04-Apr-78,,,,,,,,,,,,,,0.7091
05-Apr-78,,,,,,,,,,,,,,0.7091
06-Apr-78,,,,,,,,,,,,,,0.7096
07-Apr-78,,,,,,,,,,,,,,0.7101
10-Apr-78,,,,,,,,,,,,,,0.7107
11-Apr-78,,,,,,,,,,,,,,0.7086
12-Apr-78,,,,,,,,,,,,,,0.7097
13-Apr-78,,,,,,,,,,,,,,0.7114
14-Apr-78,,,,,,,,,,,,,,0.7135
17-Apr-78,,,,,,,,,,,,,,0.7112
18-Apr-78,,,,,,,,,,,,,,0.7119
19-Apr-78,,,,,,,,,,,,,,0.7128
20-Apr-78,,,,,,,,,,,,,,0.7113
21-Apr-78,,,,,,,,,,,,,,0.7104
24-Apr-78,,,,,,,,,,,,,,0.7117
25-Apr-78,,,,,,,,,,,,,,0.7151
26-Apr-78,,,,,,,,,,,,,,0.7142
27-Apr-78,,,,,,,,,,,,,,0.713
28-Apr-78,,,,,,,,,,,,,,0.7131
02-May-78,,,,,,,,,,,,,,0.7098
03-May-78,,,,,,,,,,,,,,0.7116
04-May-78,,,,,,,,,,,,,,0.7126
05-May-78,,,,,,,,,,,,,,0.7115
08-May-78,,,,,,,,,,,,,,0.711
09-May-78,,,,,,,,,,,,,,0.7107
10-May-78,,,,,,,,,,,,,,0.7089
11-May-78,,,,,,,,,,,,,,0.7069
12-May-78,,,,,,,,,,,,,,0.7045
15-May-78,,,,,,,,,,,,,,0.7018
16-May-78,,,,,,,,,,,,,,0.7029
17-May-78,,,,,,,,,,,,,,0.7033
18-May-78,,,,,,,,,,,,,,0.7063
19-May-78,,,,,,,,,,,,,,0.7065
22-May-78,,,,,,,,,,,,,,0.7037
23-May-78,,,,,,,,,,,,,,0.7036
24-May-78,,,,,,,,,,,,,,0.7035
25-May-78,,,,,,,,,,,,,,0.7045
26-May-78,,,,,,,,,,,,,,0.7054
30-May-78,,,,,,,,,,,,,,0.7058
31-May-78,,,,,,,,,,,,,,0.7074
01-Jun-78,,,,,,,,,,,,,,0.7084
02-Jun-78,,,,,,,,,,,,,,0.7113
05-Jun-78,,,,,,,,,,,,,,0.7112
06-Jun-78,,,,,,,,,,,,,,0.7094
07-Jun-78,,,,,,,,,,,,,,0.7107
08-Jun-78,,,,,,,,,,,,,,0.7111
09-Jun-78,,,,,,,,,,,,,,0.7095
12-Jun-78,,,,,,,,,,,,,,0.707
13-Jun-78,,,,,,,,,,,,,,0.7081
14-Jun-78,,,,,,,,,,,,,,0.7083
15-Jun-78,,,,,,,,,,,,,,0.7073
16-Jun-78,,,,,,,,,,,,,,0.7068
19-Jun-78,,,,,,,,,,,,,,0.7067
20-Jun-78,,,,,,,,,,,,,,0.7065
21-Jun-78,,,,,,,,,,,,,,0.7048
22-Jun-78,,,,,,,,,,,,,,0.7046
23-Jun-78,,,,,,,,,,,,,,0.7052
26-Jun-78,,,,,,,,,,,,,,0.7058
27-Jun-78,,,,,,,,,,,,,,0.7058
28-Jun-78,,,,,,,,,,,,,,0.7047
29-Jun-78,,,,,,,,,,,,,,0.7022
30-Jun-78,,,,,,,,,,,,,,0.7036
03-Jul-78,,,,,,,,,,,,,,0.7038
04-Jul-78,,,,,,,,,,,,,,0.7073
05-Jul-78,,,,,,,,,,,,,,0.7067
06-Jul-78,,,,,,,,,,,,,,0.7031
07-Jul-78,,,,,,,,,,,,,,0.7044
10-Jul-78,,,,,,,,,,,,,,0.7014
11-Jul-78,,,,,,,,,,,,,,0.702
12-Jul-78,,,,,,,,,,,,,,0.7
13-Jul-78,,,,,,,,,,,,,,0.701
14-Jul-78,,,,,,,,,,,,,,0.7003
17-Jul-78,,,,,,,,,,,,,,0.6982
18-Jul-78,,,,,,,,,,,,,,0.6983
19-Jul-78,,,,,,,,,,,,,,0.6972
20-Jul-78,,,,,,,,,,,,,,0.6941
21-Jul-78,,,,,,,,,,,,,,0.6926
24-Jul-78,,,,,,,,,,,,,,0.6896
25-Jul-78,,,,,,,,,,,,,,0.6894
26-Jul-78,,,,,,,,,,,,,,0.6951
27-Jul-78,,,,,,,,,,,,,,0.6942
28-Jul-78,,,,,,,,,,,,,,0.6913
31-Jul-78,,,,,,,,,,,,,,0.6909
01-Aug-78,,,,,,,,,,,,,,0.6923
02-Aug-78,,,,,,,,,,,,,,0.6926
03-Aug-78,,,,,,,,,,,,,,0.692
04-Aug-78,,,,,,,,,,,,,,0.694
07-Aug-78,,,,,,,,,,,,,,0.6974
08-Aug-78,,,,,,,,,,,,,,0.7004
09-Aug-78,,,,,,,,,,,,,,0.6985
10-Aug-78,,,,,,,,,,,,,,0.6988
11-Aug-78,,,,,,,,,,,,,,0.6982
14-Aug-78,,,,,,,,,,,,,,0.6996
15-Aug-78,,,,,,,,,,,,,,0.7005
16-Aug-78,,,,,,,,,,,,,,0.7015
17-Aug-78,,,,,,,,,,,,,,0.7014
18-Aug-78,,,,,,,,,,,,,,0.7009
21-Aug-78,,,,,,,,,,,,,,0.6991
22-Aug-78,,,,,,,,,,,,,,0.7008
23-Aug-78,,,,,,,,,,,,,,0.6997
24-Aug-78,,,,,,,,,,,,,,0.7002
25-Aug-78,,,,,,,,,,,,,,0.6986
29-Aug-78,,,,,,,,,,,,,,0.6972
30-Aug-78,,,,,,,,,,,,,,0.6992
31-Aug-78,,,,,,,,,,,,,,0.6995
01-Sep-78,,,,,,,,,,,,,,0.6996
04-Sep-78,,,,,,,,,,,,,,0.7021
05-Sep-78,,,,,,,,,,,,,,0.7017
06-Sep-78,,,,,,,,,,,,,,0.7021
07-Sep-78,,,,,,,,,,,,,,0.7016
08-Sep-78,,,,,,,,,,,,,,0.6981
11-Sep-78,,,,,,,,,,,,,,0.6966
12-Sep-78,,,,,,,,,,,,,,0.6967
13-Sep-78,,,,,,,,,,,,,,0.6955
14-Sep-78,,,,,,,,,,,,,,0.6939
15-Sep-78,,,,,,,,,,,,,,0.695
18-Sep-78,,,,,,,,,,,,,,0.6956
19-Sep-78,,,,,,,,,,,,,,0.6943
20-Sep-78,,,,,,,,,,,,,,0.6923
21-Sep-78,,,,,,,,,,,,,,0.6936
22-Sep-78,,,,,,,,,,,,,,0.6969
25-Sep-78,,,,,,,,,,,,,,0.6979
26-Sep-78,,,,,,,,,,,,,,0.6991
27-Sep-78,,,,,,,,,,,,,,0.701
28-Sep-78,,,,,,,,,,,,,,0.7009
29-Sep-78,,,,,,,,,,,,,,0.7017
02-Oct-78,,,,,,,,,,,,,,0.7035
03-Oct-78,,,,,,,,,,,,,,0.7074
04-Oct-78,,,,,,,,,,,,,,0.7089
05-Oct-78,,,,,,,,,,,,,,0.7097
06-Oct-78,,,,,,,,,,,,,,0.7082
09-Oct-78,,,,,,,,,,,,,,0.7084
10-Oct-78,,,,,,,,,,,,,,0.7096
11-Oct-78,,,,,,,,,,,,,,0.7135
12-Oct-78,,,,,,,,,,,,,,0.7151
13-Oct-78,,,,,,,,,,,,,,0.719
16-Oct-78,,,,,,,,,,,,,,0.7161
17-Oct-78,,,,,,,,,,,,,,0.7199
18-Oct-78,,,,,,,,,,,,,,0.722
19-Oct-78,,,,,,,,,,,,,,0.7211
20-Oct-78,,,,,,,,,,,,,,0.7265
23-Oct-78,,,,,,,,,,,,,,0.7263
24-Oct-78,,,,,,,,,,,,,,0.7257
25-Oct-78,,,,,,,,,,,,,,0.7271
26-Oct-78,,,,,,,,,,,,,,0.7223
27-Oct-78,,,,,,,,,,,,,,0.7235
30-Oct-78,,,,,,,,,,,,,,0.7253
31-Oct-78,,,,,,,,,,,,,,0.7245
01-Nov-78,,,,,,,,,,,,,,0.7199
02-Nov-78,,,,,,,,,,,,,,0.7136
03-Nov-78,,,,,,,,,,,,,,0.7067
06-Nov-78,,,,,,,,,,,,,,0.7069
07-Nov-78,,,,,,,,,,,,,,0.709
08-Nov-78,,,,,,,,,,,,,,0.7155
09-Nov-78,,,,,,,,,,,,,,0.7143
10-Nov-78,,,,,,,,,,,,,,0.7154
13-Nov-78,,,,,,,,,,,,,,0.7183
14-Nov-78,,,,,,,,,,,,,,0.7127
15-Nov-78,,,,,,,,,,,,,,0.7115
16-Nov-78,,,,,,,,,,,,,,0.7107
17-Nov-78,,,,,,,,,,,,,,0.7117
20-Nov-78,,,,,,,,,,,,,,0.7106
21-Nov-78,,,,,,,,,,,,,,0.7085
22-Nov-78,,,,,,,,,,,,,,0.7079
23-Nov-78,,,,,,,,,,,,,,0.7088
24-Nov-78,,,,,,,,,,,,,,0.7105
27-Nov-78,,,,,,,,,,,,,,0.7089
28-Nov-78,,,,,,,,,,,,,,0.7073
29-Nov-78,,,,,,,,,,,,,,0.7075
30-Nov-78,,,,,,,,,,,,,,0.708
01-Dec-78,,,,,,,,,,,,,,0.7115
04-Dec-78,,,,,,,,,,,,,,0.7098
05-Dec-78,,,,,,,,,,,,,,0.7071
06-Dec-78,,,,,,,,,,,,,,0.7076
07-Dec-78,,,,,,,,,,,,,,0.7078
08-Dec-78,,,,,,,,,,,,,,0.7078
11-Dec-78,,,,,,,,,,,,,,0.7042
12-Dec-78,,,,,,,,,,,,,,0.7038
13-Dec-78,,,,,,,,,,,,,,0.7036
14-Dec-78,,,,,,,,,,,,,,0.7054
15-Dec-78,,,,,,,,,,,,,,0.7053
18-Dec-78,,,,,,,,,,,,,,0.7078
19-Dec-78,,,,,,,,,,,,,,0.7124
20-Dec-78,,,,,,,,,,,,,,0.7136
21-Dec-78,,,,,,,,,,,,,,0.7101
22-Dec-78,,,,,,,,,,,,,,0.7087
27-Dec-78,,,,,,,,,,,,,,0.7097
28-Dec-78,,,,,,,,,,,,,,0.7083
29-Dec-78,,,,,,,,,,,,,,0.7083
02-Jan-79,,,,,,,,,,,,,,0.7101
03-Jan-79,,,,,,,,,,,,,,0.7075
04-Jan-79,,,,,,,,,,,,,,0.7076
05-Jan-79,,,,,,,,,,,,,,0.7077
08-Jan-79,,,,,,,,,,,,,,0.708
09-Jan-79,,,,,,,,,,,,,,0.708
10-Jan-79,,,,,,,,,,,,,,0.7107
11-Jan-79,,,,,,,,,,,,,,0.7106
12-Jan-79,,,,,,,,,,,,,,0.7121
15-Jan-79,,,,,,,,,,,,,,0.7116
16-Jan-79,,,,,,,,,,,,,,0.7126
17-Jan-79,,,,,,,,,,,,,,0.7124
18-Jan-79,,,,,,,,,,,,,,0.7146
